Number_of_Groups,Task_group
11,"{0: [83, 52, 76], 1: [81, 61, 22, 28], 2: [85, 2], 3: [80, 78, 30, 27], 4: [86, 55, 87, 90, 91], 5: [25, 46, 67], 6: [59, 92], 7: [20, 89, 70, 18], 8: [84, 9, 10], 9: [5, 57, 6], 10: [12, 24]}"
13,"{0: [12], 1: [76, 55], 2: [84, 27], 3: [2, 89, 6, 28, 10], 4: [87, 18], 5: [86, 67, 59], 6: [5, 90, 24], 7: [80, 91], 8: [61, 22], 9: [20, 30, 46, 70], 10: [25, 78, 57, 9], 11: [83, 81, 85], 12: [52, 92]}"
12,"{0: [86, 89, 57], 1: [83, 20, 9, 10], 2: [52, 80, 22, 59, 18], 3: [78, 2, 46, 92], 4: [76, 87], 5: [5, 55, 61, 27], 6: [25, 91, 70], 7: [84, 67, 6, 24], 8: [85, 30, 90], 9: [12], 10: [28], 11: [81]}"
15,"{0: [78, 2, 87, 22, 24], 1: [81, 28], 2: [27], 3: [20, 67, 92], 4: [83, 76, 84, 61], 5: [5, 57], 6: [25, 10], 7: [30, 6, 18], 8: [9], 9: [80, 91, 89], 10: [46, 90], 11: [85, 12, 70], 12: [55], 13: [86, 59], 14: [52]}"
13,"{0: [90, 28, 24], 1: [20, 87], 2: [46, 57], 3: [78, 12, 70], 4: [76, 85], 5: [91, 59, 18], 6: [81, 2], 7: [25, 86, 5, 30, 67, 92], 8: [83, 52, 84, 89, 6], 9: [22, 27], 10: [61, 9], 11: [80, 10], 12: [55]}"
11,"{0: [5, 30, 90], 1: [84, 9, 59], 2: [67, 6, 92], 3: [76, 85, 55, 89, 24], 4: [87, 12, 18, 10], 5: [81, 61], 6: [20, 86, 91, 22], 7: [80, 2, 27], 8: [52, 46, 57], 9: [70], 10: [83, 25, 78, 28]}"
16,"{0: [86], 1: [24], 2: [52, 80, 78, 55, 61], 3: [90], 4: [87, 22, 57, 6, 10], 5: [20, 5, 67, 18], 6: [83, 25, 2], 7: [84], 8: [46, 12, 28, 9], 9: [81, 76], 10: [27, 70], 11: [85, 59], 12: [89], 13: [91], 14: [92], 15: [30]}"
11,"{0: [80, 85, 90, 70], 1: [52, 61, 57, 9, 59], 2: [12, 92, 10], 3: [81, 55, 91, 27, 18], 4: [83, 86, 84, 67], 5: [76, 6, 28], 6: [20], 7: [78, 5, 30, 22], 8: [25, 87], 9: [2, 89, 24], 10: [46]}"
9,"{0: [84, 5, 46, 92], 1: [25, 78, 30, 55, 87, 61, 89], 2: [83, 80, 12, 91, 57, 18], 3: [52, 81, 22, 9, 59], 4: [90, 6, 24, 27], 5: [20, 67], 6: [2], 7: [76, 85, 28], 8: [86, 70, 10]}"
11,"{0: [52, 5, 61, 89], 1: [83, 46, 9, 59, 18, 10], 2: [81, 55, 90], 3: [2, 92], 4: [80, 84, 70], 5: [76, 86, 78, 30], 6: [22, 24, 27], 7: [25, 85, 67, 57], 8: [87, 91, 28], 9: [20, 12], 10: [6]}"
13,"{0: [76, 25, 87], 1: [84, 67], 2: [83, 78, 90, 92], 3: [89, 24], 4: [20, 2, 59], 5: [52, 12, 22, 9], 6: [91, 27], 7: [80, 6, 70], 8: [30, 57, 18, 10], 9: [85, 55], 10: [86, 46, 61], 11: [5, 28], 12: [81]}"
14,"{0: [20, 30], 1: [5], 2: [80, 57, 27, 92], 3: [25, 84, 12, 28, 59, 70], 4: [46, 67, 18, 10], 5: [61], 6: [81, 55, 87, 22], 7: [6], 8: [83, 85, 89, 24], 9: [76, 78], 10: [86, 90], 11: [52], 12: [2, 91], 13: [9]}"
14,"{0: [85, 30, 6, 9], 1: [20, 46, 61, 59], 2: [55, 87, 57, 70], 3: [83, 90, 28, 27], 4: [92], 5: [76, 12], 6: [84, 67], 7: [80, 24], 8: [86, 5, 89], 9: [91, 18], 10: [81], 11: [52, 78, 10], 12: [22], 13: [25, 2]}"
14,"{0: [28, 59, 18], 1: [46, 91], 2: [25, 30, 9], 3: [5, 12], 4: [80, 85, 20, 61, 22, 10], 5: [24, 27], 6: [76, 6], 7: [90], 8: [83, 52, 55], 9: [67, 89], 10: [81, 78, 2, 92], 11: [87, 57], 12: [84], 13: [86, 70]}"
14,"{0: [2, 55, 87], 1: [20, 84, 78, 22, 89], 2: [12, 67], 3: [76, 90, 57, 59], 4: [80, 30], 5: [52], 6: [81, 27], 7: [86, 24], 8: [25, 91, 18], 9: [83, 46], 10: [9, 70], 11: [6], 12: [61, 28, 92, 10], 13: [85, 5]}"
13,"{0: [76], 1: [84, 91], 2: [81, 55, 9, 27, 18], 3: [57, 28, 59, 70], 4: [80, 87], 5: [83, 25, 85, 24], 6: [46], 7: [20, 2, 12], 8: [78, 90], 9: [5, 22, 92], 10: [61, 10], 11: [86, 30, 67, 89, 6], 12: [52]}"
13,"{0: [84, 5, 46, 90, 70], 1: [18], 2: [83, 55, 12], 3: [86, 30, 61, 27, 10], 4: [52, 76, 67, 92], 5: [25, 85], 6: [57, 6, 24], 7: [87, 28], 8: [20, 2, 59], 9: [81, 22], 10: [80, 9], 11: [91], 12: [78, 89]}"
13,"{0: [85, 20, 55, 89, 27], 1: [52, 2, 18], 2: [80, 87, 67, 9, 24, 10], 3: [22, 28], 4: [86], 5: [25, 90, 91, 92], 6: [84, 12], 7: [61], 8: [83, 76, 6], 9: [59, 70], 10: [30, 46], 11: [5, 57], 12: [81, 78]}"
12,"{0: [81, 76, 20, 10], 1: [80, 30, 87, 61], 2: [5, 92], 3: [22, 59], 4: [25, 86, 89], 5: [78, 6, 70, 18], 6: [84, 67, 57], 7: [55, 9], 8: [83, 52, 2, 12, 91], 9: [46, 90, 27], 10: [24], 11: [85, 28]}"
13,"{0: [76, 5, 91, 10], 1: [87, 12, 24], 2: [52, 20, 86, 67, 90], 3: [89], 4: [78, 30, 61], 5: [2, 46], 6: [6], 7: [81], 8: [85, 55, 22, 70], 9: [28, 27, 59, 92], 10: [18], 11: [83, 80, 84, 9], 12: [25, 57]}"
13,"{0: [85, 78, 61, 59, 18], 1: [83, 25, 9], 2: [52, 67], 3: [20, 5, 90, 91], 4: [30, 28, 70], 5: [76, 22, 24], 6: [57], 7: [86], 8: [80, 84, 6, 10], 9: [81, 2, 55, 46, 12], 10: [87], 11: [89], 12: [27, 92]}"
12,"{0: [52, 91], 1: [80, 92], 2: [5, 46, 22, 89], 3: [84, 57, 24, 27, 70], 4: [2, 87, 90, 9], 5: [76, 85, 30, 12, 6], 6: [86, 28, 18], 7: [83, 25], 8: [78, 55], 9: [81, 20, 61, 59], 10: [67], 11: [10]}"
15,"{0: [12, 89, 6], 1: [52, 5, 90, 27, 18], 2: [87, 92], 3: [84, 22, 57], 4: [83, 76, 24], 5: [46, 70], 6: [61, 9, 59], 7: [25, 2], 8: [80, 55, 28], 9: [85, 30], 10: [81, 91], 11: [67], 12: [78, 10], 13: [20], 14: [86]}"
12,"{0: [78, 89, 59], 1: [12, 90, 91, 24, 27, 70, 10], 2: [76, 2, 57, 6], 3: [86, 5, 87, 92], 4: [46], 5: [83, 22, 18], 6: [80, 55, 9], 7: [52, 85], 8: [30, 67], 9: [81], 10: [25, 20, 84, 28], 11: [61]}"
10,"{0: [76, 84, 55, 61, 28, 24], 1: [52, 25, 46], 2: [86, 78, 92], 3: [83], 4: [85, 2, 91], 5: [80, 30, 22, 6], 6: [20, 90, 59, 18], 7: [87, 12, 67, 89, 57, 70, 10], 8: [9], 9: [81, 5, 27]}"
12,"{0: [46, 12, 61, 9], 1: [83, 30, 2, 92, 18], 2: [80, 6, 59], 3: [76, 86, 84], 4: [25, 28, 70], 5: [91, 22], 6: [81, 5, 67], 7: [55, 87], 8: [52, 20, 90, 57], 9: [85, 24], 10: [78], 11: [89, 27, 10]}"
12,"{0: [86, 27, 92, 10], 1: [85, 55, 22, 59], 2: [25, 78, 2, 12, 67, 91, 57, 24], 3: [83, 81, 80, 20, 46], 4: [89, 6, 28], 5: [76], 6: [30, 9], 7: [87, 61], 8: [52, 18], 9: [90], 10: [84, 70], 11: [5]}"
14,"{0: [84, 30, 2, 46, 91, 57], 1: [83, 76, 12, 92], 2: [90, 6, 9], 3: [78], 4: [5, 22, 59], 5: [80, 25, 85, 87], 6: [10], 7: [61, 28, 18], 8: [52, 20, 55, 89], 9: [86], 10: [27], 11: [67, 70], 12: [24], 13: [81]}"
14,"{0: [78, 91, 89, 28, 59, 70], 1: [25, 55], 2: [86, 46], 3: [52, 57], 4: [12], 5: [30, 18], 6: [80, 76, 84, 2, 87, 61], 7: [5, 6, 92], 8: [81, 9], 9: [85, 24, 27], 10: [90], 11: [20, 67], 12: [83, 22], 13: [10]}"
13,"{0: [76, 2], 1: [80, 20, 55, 12, 27], 2: [89, 57, 9, 18], 3: [85, 46, 61, 6], 4: [22, 28], 5: [52, 59], 6: [84], 7: [78, 67], 8: [83, 86, 30, 87, 70], 9: [92], 10: [81, 5, 90], 11: [91], 12: [25, 24, 10]}"
10,"{0: [81, 85, 22, 57, 24], 1: [84, 27, 59, 70, 92], 2: [30, 90], 3: [55], 4: [80, 76, 25, 78], 5: [83, 67, 10], 6: [52, 20, 89, 6, 28], 7: [86, 87, 9], 8: [91, 18], 9: [5, 2, 46, 12, 61]}"
